street,city,zipcode,beds,baths,sq__ft,price
aaaa,bbbb,94620,4,3,2248,280000
aaaa,bbbb,94619,3,3,2012,314000
aaaa,bbbb,94618,3,2,1466,231000
aaaa,bbbb,94617,3,2,1319,262000
aaaa,bbbb,94616,1,2,1265,250000
aaaa,bbbb,94615,4,3,3570,315000
aaaa,bbbb,94614,3,3,2800,400000
aaaa,bbbb,94613,3,3,1200,248000
aaaa,bbbb,94612,4,3,1865,340000
aaaa,bbbb,94611,3,2,1319,259900
aaaa,bbbb,94610,4,3,2381,265000
aaaa,bbbb,94609,4,3,1834,257000
aaaa,bbbb,94608,3,3,1716,260000
aaaa,bbbb,94607,3,1,1459,199900
aaaa,bbbb,94606,3,2,1549,229000
aaaa,bbbb,94605,3,2,1440,111500
aaaa,bbbb,94604,3,3,2138,330000
aaaa,bbbb,94603,3,2,1232,245000
aaaa,bbbb,94602,4,4,2456,345000
aaaa,bbbb,94601,3,2,1604,270890
aaaa,bbbb,94600,3,3,1704,334900
aaaa,bbbb,94599,3,2,1768,300000
aaaa,bbbb,94598,4,3,2111,328000
aaaa,bbbb,94597,3,3,1960,200000
aaaa,bbbb,94596,3,2,1588,200000
aaaa,bbbb,94595,1,2,1265,232500
aaaa,bbbb,94594,2,3,1265,295000
aaaa,bbbb,94593,3,2,1319,255000
aaaa,bbbb,94592,3,2,1704,264900
aaaa,bbbb,94591,2,2,1695,138000
aaaa,bbbb,94590,3,2,2070,305000
aaaa,bbbb,94589,3,3,2560,385000
aaaa,bbbb,94588,3,2,1298,159500
aaaa,bbbb,94587,3,3,1841,329000
aaaa,bbbb,94586,3,2,1539,185000
aaaa,bbbb,94585,4,1,1851,277000
aaaa,bbbb,94584,4,3,2434,430000
aaaa,bbbb,94583,3,2,1319,237000
aaaa,bbbb,94582,3,3,2138,293000
aaaa,bbbb,94581,3,3,2058,320000
aaaa,bbbb,94580,4,3,2172,120000
aaaa,bbbb,94579,3,3,2154,292000
aaaa,bbbb,94578,3,2,1319,240000
aaaa,bbbb,94577,3,3,2190,359900
aaaa,bbbb,94576,4,3,2157,289000
aaaa,bbbb,94575,3,3,1841,325000
aaaa,bbbb,94574,3,2,1559,295000
aaaa,bbbb,94573,3,2,1319,245000
aaaa,bbbb,94572,3,2,1488,220000
aaaa,bbbb,94571,2,2,1365,205000
aaaa,bbbb,94570,4,3,2021,268000
aaaa,bbbb,94569,3,2,1667,255000
aaaa,bbbb,94568,3,1,1226,182500
aaaa,bbbb,94567,3,3,1841,310500
aaaa,bbbb,94566,3,2,1730,295000
aaaa,bbbb,94565,3,3,1743,309000
aaaa,bbbb,94564,3,2,1344,185500
aaaa,bbbb,94563,3,2,1680,299000
aaaa,bbbb,94562,3,2,2070,318000
aaaa,bbbb,94561,3,1,1515,172500
aaaa,bbbb,94560,3,2,1234,315000
aaaa,bbbb,94559,3,3,2190,270000
aaaa,bbbb,94558,3,2,1624,275000
aaaa,bbbb,94557,3,3,1306,265000
aaaa,bbbb,94556,3,2,1976,325000
aaaa,bbbb,94555,3,2,1896,345000
aaaa,bbbb,94554,3,2,1847,171799
aaaa,bbbb,94553,3,2,1319,239900
aaaa,bbbb,94552,1,2,1754,174900
aaaa,bbbb,94551,3,3,1642,318000
aaaa,bbbb,94550,3,2,1751,250000
aaaa,bbbb,94549,3,3,1232,275000
aaaa,bbbb,94548,4,3,1834,265000
aaaa,bbbb,94547,3,2,2070,302000
aaaa,bbbb,94546,3,2,2070,308000
aaaa,bbbb,94545,4,3,1841,310000
aaaa,bbbb,94544,4,3,2021,325000
aaaa,bbbb,94543,4,3,1834,265000
aaaa,bbbb,94542,3,2,1300,212000
aaaa,bbbb,94541,4,3,2021,355000
aaaa,bbbb,94540,4,3,2021,321900
aaaa,bbbb,94539,3,3,2508,325000
aaaa,bbbb,94538,2,3,1926,278000
aaaa,bbbb,94537,3,1,1386,159900
aaaa,bbbb,94536,3,2,1498,220000
aaaa,bbbb,94535,3,2,1559,219000
aaaa,bbbb,94534,4,2,1575,210000
aaaa,bbbb,94533,3,3,1392,222500
aaaa,bbbb,94532,3,3,1680,228500
aaaa,bbbb,94531,3,3,1680,225000
aaaa,bbbb,94530,3,2,1825,254000
aaaa,bbbb,94529,3,2,1559,106555
aaaa,bbbb,94528,3,2,1559,195000
aaaa,bbbb,94527,3,2,1559,190000
aaaa,bbbb,94526,3,3,2357,240000
aaaa,bbbb,94525,3,3,1680,209200
aaaa,bbbb,94524,4,2,1716,259999
aaaa,bbbb,94523,3,2,1290,174000
aaaa,bbbb,94522,3,3,1480,199900
aaaa,bbbb,94521,3,2,1248,149500
aaaa,bbbb,94520,3,2,1559,153300
aaaa,bbbb,94519,3,2,1340,155000
aaaa,bbbb,94518,3,2,1572,227500
aaaa,bbbb,94517,3,1,1200,220000
aaaa,bbbb,94516,3,3,1400,190000
aaaa,bbbb,94515,3,2,1392,180000
aaaa,bbbb,94514,2,1,1512,135000
aaaa,bbbb,94513,3,3,1902,230000
aaaa,bbbb,94512,2,2,1893,191000
aaaa,bbbb,94511,3,2,1215,150000
aaaa,bbbb,94510,3,3,1248,210000
aaaa,bbbb,94509,3,2,1392,201000
aaaa,bbbb,94508,3,2,1559,260000
aaaa,bbbb,94507,3,2,1559,239900
aaaa,bbbb,94506,3,2,1410,245000
aaaa,bbbb,94505,3,2,1332,150000
aaaa,bbbb,94504,3,2,1267,233400
aaaa,bbbb,94503,3,2,1656,185000
aaaa,bbbb,94502,3,3,1392,220000
aaaa,bbbb,94501,4,3,2280,330000
aaaa,bbbb,94500,3,2,1559,207500
aaaa,bbbb,94499,3,3,1392,189000
aaaa,bbbb,94498,3,3,1392,222500
aaaa,bbbb,94497,3,2,1392,181000
aaaa,bbbb,94496,3,3,1392,216000
aaaa,bbbb,94495,3,2,1276,224600
aaaa,bbbb,94494,3,3,1569,215000
aaaa,bbbb,94493,3,2,1248,125000
aaaa,bbbb,94492,3,2,1614,168000
aaaa,bbbb,94491,3,2,1340,133000
aaaa,bbbb,94490,3,3,1392,150000
aaaa,bbbb,94489,3,2,1392,194000
aaaa,bbbb,94488,3,2,1404,155000
aaaa,bbbb,94487,3,3,1432,230900
aaaa,bbbb,94486,3,3,1560,285000
aaaa,bbbb,94485,4,3,2308,184900
aaaa,bbbb,94484,4,3,1734,230000
aaaa,bbbb,94483,3,2,2355,300000
aaaa,bbbb,94482,3,2,1536,235000
aaaa,bbbb,94481,3,3,1305,190000
aaaa,bbbb,94480,2,2,1376,215000
aaaa,bbbb,94479,3,3,1440,246000
aaaa,bbbb,94478,4,2,1734,235000
aaaa,bbbb,94477,3,2,1559,190000
aaaa,bbbb,94476,2,1,1323,144900
aaaa,bbbb,94475,3,2,1762,215000
aaaa,bbbb,94474,3,2,1830,218000
aaaa,bbbb,94473,3,2,1559,192000
aaaa,bbbb,94472,3,3,1478,257000
aaaa,bbbb,94471,3,3,1392,220000
aaaa,bbbb,94470,3,2,1559,199900
aaaa,bbbb,94469,3,2,1559,180000
aaaa,bbbb,94468,3,2,1559,185000
aaaa,bbbb,94467,3,3,1568,185000
aaaa,bbbb,94466,3,3,1260,175000
aaaa,bbbb,94465,3,2,1248,229999
